"Mes","Nom mes","Any","Regió Policial (RP)","Àrea Regional de Trànsit (ART)/ Àrea Bàsica Policial (ABP)","Autobús","Metro","Taxi","Tren"
"10","octubre","2011","RP Metropolitana Barcelona","ABP Sant Martí",,"22","1","1"
"10","octubre","2011","RP Metropolitana Barcelona","ABP Ciutat Vella","7","49","1","1"
"10","octubre","2011","RP Metropolitana Barcelona","ABP Eixample","45","147",,"8"
"10","octubre","2011","RP Metropolitana Barcelona","ABP Sants-Montjuïc","11","62",,"3"
"10","octubre","2011","RP Metropolitana Barcelona","ABP Les Corts","2","13",,
"10","octubre","2011","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","1","1","4","1"
"10","octubre","2011","RP Metropolitana Barcelona","ABP Gràcia","3","10",,
"10","octubre","2011","RP Metropolitana Barcelona","ABP Horta-Guinardó",,"8",,
"10","octubre","2011","RP Metropolitana Barcelona","ABP Nou Barris",,"4","1","1"
"10","octubre","2011","RP Metropolitana Barcelona","ABP Sant Andreu","1","5","2","1"
"10","octubre","2011","RP Metropolitana Barcelona","ABP Barcelona","2","7",,"2"
"10","octubre","2011","RP Metropolitana Sud","ABP Martorell","1",,,
"10","octubre","2011","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"2"
"10","octubre","2011","RP Metropolitana Sud","ABP Garraf",,,"1",
"10","octubre","2011","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","1","18",,
"10","octubre","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","13",,"1","12"
"10","octubre","2011","RP Metropolitana Sud","ABP Sant Boi de Llobregat",,,,"1"
"10","octubre","2011","RP Metropolitana Nord","ABP Arenys de Mar",,,,"1"
"10","octubre","2011","RP Metropolitana Nord","ABP Mataró",,,,"1"
"10","octubre","2011","RP Metropolitana Nord","ABP Granollers",,,,"2"
"10","octubre","2011","RP Metropolitana Nord","ABP Mollet del Vallès","1",,"1",
"10","octubre","2011","RP Metropolitana Nord","ABP Badalona","1","5",,
"10","octubre","2011","RP Metropolitana Nord","ABP Cerdanyola",,,,"1"
"10","octubre","2011","RP Metropolitana Nord","ABP Rubí","1",,,
"10","octubre","2011","RP Metropolitana Nord","ABP Sabadell","1",,,
"10","octubre","2011","RP Metropolitana Nord","ABP Santa Coloma de Gramenet",,"2",,
"10","octubre","2011","RP Pirineu Occidental","ABP Alt Urgell","1",,,
"10","octubre","2011","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","2",,,
"10","octubre","2011","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"1"
"10","octubre","2011","RP Camp de Tarragona","ABP Baix Camp - Priorat","1",,,
"10","octubre","2011","RP Camp de Tarragona","ABP Baix Penedès",,,,"2"
"10","octubre","2011","RP Camp de Tarragona","ABP Tarragonès","5",,,"2"
"11","novembre","2011","RP Girona","ABP Alt Empordà - Figueres","2",,,
"11","novembre","2011","RP Girona","ABP Selva Litoral","2",,,
"11","novembre","2011","RP Metropolitana Barcelona","ABP Sant Martí","2","21",,
"11","novembre","2011","RP Metropolitana Barcelona","ABP Ciutat Vella","3","61",,
"11","novembre","2011","RP Metropolitana Barcelona","ABP Eixample","29","134","1","6"
"11","novembre","2011","RP Metropolitana Barcelona","ABP Sants-Montjuïc","8","45","1","6"
"11","novembre","2011","RP Metropolitana Barcelona","ABP Les Corts","4","6",,
"11","novembre","2011","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","2","1","1","3"
"11","novembre","2011","RP Metropolitana Barcelona","ABP Gràcia","4","9","1",
"11","novembre","2011","RP Metropolitana Barcelona","ABP Horta-Guinardó","1","8",,
"11","novembre","2011","RP Metropolitana Barcelona","ABP Nou Barris",,"7",,"1"
"11","novembre","2011","RP Metropolitana Barcelona","ABP Sant Andreu","3","11",,
"11","novembre","2011","RP Metropolitana Barcelona","ABP Barcelona","2","10",,"3"
"11","novembre","2011","RP Metropolitana Sud","ABP Alt Penedès","1",,,"1"
"11","novembre","2011","RP Metropolitana Sud","ABP Martorell","1",,,"2"
"11","novembre","2011","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","1",,,"1"
"11","novembre","2011","RP Metropolitana Sud","ABP Garraf","1",,,"2"
"11","novembre","2011","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat",,"14",,
"11","novembre","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","10","1",,"4"
"11","novembre","2011","RP Metropolitana Sud","ABP Cornellà de Llobregat",,"1",,
"11","novembre","2011","RP Metropolitana Sud","ABP Esplugues de Llobregat",,"2",,
"11","novembre","2011","RP Metropolitana Nord","ABP Mataró","1",,,
"11","novembre","2011","RP Metropolitana Nord","ABP Granollers",,,,"1"
"11","novembre","2011","RP Metropolitana Nord","ABP Badalona",,"2",,
"11","novembre","2011","RP Metropolitana Nord","ABP Cerdanyola",,,,"3"
"11","novembre","2011","RP Metropolitana Nord","ABP Rubí",,,,"3"
"11","novembre","2011","RP Metropolitana Nord","ABP Sabadell","2",,,"1"
"11","novembre","2011","RP Metropolitana Nord","ABP Terrassa","1",,,"1"
"11","novembre","2011","RP Metropolitana Nord","ABP Santa Coloma de Gramenet",,"3",,
"11","novembre","2011","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","3",,,"1"
"11","novembre","2011","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"4"
"11","novembre","2011","RP Camp de Tarragona","ABP Baix Camp - Priorat","1",,,"2"
"11","novembre","2011","RP Camp de Tarragona","ABP Baix Penedès",,,,"1"
"11","novembre","2011","RP Camp de Tarragona","ABP Tarragonès","1",,,"5"
"12","desembre","2011","RP Central","ABP Bages","1",,,
"12","desembre","2011","RP Terres de l'Ebre","ABP Montsià","1",,,
"12","desembre","2011","RP Girona","ABP Gironès - Pla de l'Estany","3",,,
"12","desembre","2011","RP Girona","ABP Alt Empordà - Figueres","1",,,"1"
"12","desembre","2011","RP Girona","ABP Ripollès",,,,"1"
"12","desembre","2011","RP Girona","ABP Selva Litoral","1",,,
"12","desembre","2011","RP Girona","ABP Selva Interior",,,,"1"
"12","desembre","2011","RP Metropolitana Barcelona","ABP Sant Martí",,"19",,
"12","desembre","2011","RP Metropolitana Barcelona","ABP Ciutat Vella","3","38","1",
"12","desembre","2011","RP Metropolitana Barcelona","ABP Eixample","29","107",,"3"
"12","desembre","2011","RP Metropolitana Barcelona","ABP Sants-Montjuïc","17","43","1","10"
"12","desembre","2011","RP Metropolitana Barcelona","ABP Les Corts","2","6",,
"12","desembre","2011","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","3",,"1","1"
"12","desembre","2011","RP Metropolitana Barcelona","ABP Gràcia","8","5",,"1"
"12","desembre","2011","RP Metropolitana Barcelona","ABP Horta-Guinardó",,"10",,
"12","desembre","2011","RP Metropolitana Barcelona","ABP Nou Barris",,"4",,
"12","desembre","2011","RP Metropolitana Barcelona","ABP Sant Andreu","3","10",,
"12","desembre","2011","RP Metropolitana Barcelona","ABP Barcelona","5","5",,"1"
"12","desembre","2011","RP Metropolitana Sud","ABP Alt Penedès","2",,,
"12","desembre","2011","RP Metropolitana Sud","ABP Martorell",,,,"1"
"12","desembre","2011","RP Metropolitana Sud","ABP Gavà",,,,"1"
"12","desembre","2011","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"1"
"12","desembre","2011","RP Metropolitana Sud","ABP Garraf",,,,"2"
"12","desembre","2011","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","2","6",,"1"
"12","desembre","2011","RP Metropolitana Sud","ABP el Prat de Llobregat","7",,"2","6"
"12","desembre","2011","RP Metropolitana Sud","ABP Cornellà de Llobregat","1","5",,"1"
"12","desembre","2011","RP Metropolitana Nord","ABP Arenys de Mar",,,,"2"
"12","desembre","2011","RP Metropolitana Nord","ABP Granollers",,,,"1"
"12","desembre","2011","RP Metropolitana Nord","ABP Badalona",,"5",,
"12","desembre","2011","RP Metropolitana Nord","ABP Cerdanyola",,,,"1"
"12","desembre","2011","RP Metropolitana Nord","ABP Rubí",,,,"4"
"12","desembre","2011","RP Metropolitana Nord","ABP Sabadell",,,,"1"
"12","desembre","2011","RP Metropolitana Nord","ABP Terrassa","2",,,
"12","desembre","2011","RP Metropolitana Nord","ABP Santa Coloma de Gramenet",,"1",,
"12","desembre","2011","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","4",,,
"12","desembre","2011","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"1"
"12","desembre","2011","RP Camp de Tarragona","ABP Baix Camp - Priorat","3",,,
"12","desembre","2011","RP Camp de Tarragona","ABP Baix Penedès",,,,"1"
"12","desembre","2011","RP Camp de Tarragona","ABP Tarragonès",,,,"3"
"1","gener","2012","RP Central","ABP Osona","1",,,
"1","gener","2012","RP Central","ABP Anoia",,,,"1"
"1","gener","2012","RP Central","ABP Bages","1",,,
"1","gener","2012","RP Girona","ABP Gironès - Pla de l'Estany",,,,"1"
"1","gener","2012","RP Girona","ABP Alt Empordà - Figueres",,,,"1"
"1","gener","2012","RP Girona","ABP Selva Litoral",,,,"1"
"1","gener","2012","RP Girona","ABP Selva Interior",,,,"5"
"1","gener","2012","RP Metropolitana Barcelona","ABP Sant Martí",,"23","1","1"
"1","gener","2012","RP Metropolitana Barcelona","ABP Ciutat Vella","1","44",,"1"
"1","gener","2012","RP Metropolitana Barcelona","ABP Eixample","29","96",,"7"
"1","gener","2012","RP Metropolitana Barcelona","ABP Sants-Montjuïc","12","42",,"7"
"1","gener","2012","RP Metropolitana Barcelona","ABP Les Corts","2","4","1",
"1","gener","2012","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","1",,,"5"
"1","gener","2012","RP Metropolitana Barcelona","ABP Gràcia","3","8",,
"1","gener","2012","RP Metropolitana Barcelona","ABP Horta-Guinardó","1","9","1",
"1","gener","2012","RP Metropolitana Barcelona","ABP Nou Barris",,"6",,
"1","gener","2012","RP Metropolitana Barcelona","ABP Sant Andreu","1","19",,
"1","gener","2012","RP Metropolitana Barcelona","ABP Barcelona",,"6",,"1"
"1","gener","2012","RP Metropolitana Sud","ABP Alt Penedès",,,,"4"
"1","gener","2012","RP Metropolitana Sud","ABP Martorell",,,"1","1"
"1","gener","2012","RP Metropolitana Sud","ABP Gavà",,,,"4"
"1","gener","2012","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"1"
"1","gener","2012","RP Metropolitana Sud","ABP Garraf",,,,"3"
"1","gener","2012","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","1","13",,"2"
"1","gener","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","5",,"2","13"
"1","gener","2012","RP Metropolitana Sud","ABP Sant Boi de Llobregat",,,,"1"
"1","gener","2012","RP Metropolitana Sud","ABP Cornellà de Llobregat",,"1",,"1"
"1","gener","2012","RP Metropolitana Sud","ABP Esplugues de Llobregat","1",,,
"1","gener","2012","RP Metropolitana Nord","ABP Arenys de Mar",,,,"2"
"1","gener","2012","RP Metropolitana Nord","ABP Premià de Mar",,,,"2"
"1","gener","2012","RP Metropolitana Nord","ABP Granollers",,,,"2"
"1","gener","2012","RP Metropolitana Nord","ABP Mollet del Vallès",,,,"3"
"1","gener","2012","RP Metropolitana Nord","ABP Badalona","2","5",,"1"
"1","gener","2012","RP Metropolitana Nord","ABP Cerdanyola",,,,"4"
"1","gener","2012","RP Metropolitana Nord","ABP Rubí",,,,"5"
"1","gener","2012","RP Metropolitana Nord","ABP Sabadell",,,,"3"
"1","gener","2012","RP Metropolitana Nord","ABP Terrassa",,,,"1"
"1","gener","2012","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","1","4",,
"1","gener","2012","RP Pirineu Occidental","ABP Cerdanya",,,,"1"
"1","gener","2012","RP Pirineu Occidental","ABP Vall d'Aran - Alta Ribagorça","1",,,
"1","gener","2012","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell",,,,"3"
"1","gener","2012","RP Ponent","ABP Segarra - Urgell","1",,,"1"
"1","gener","2012","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"2"
"1","gener","2012","RP Camp de Tarragona","ABP Baix Camp - Priorat","1",,,"2"
"1","gener","2012","RP Camp de Tarragona","ABP Baix Penedès",,,,"1"
"1","gener","2012","RP Camp de Tarragona","ABP Tarragonès",,,,"2"
"2","febrer","2012","RP Terres de l'Ebre","ABP Baix Ebre","1",,,
"2","febrer","2012","RP Girona","ABP Gironès - Pla de l'Estany","1",,,
"2","febrer","2012","RP Girona","ABP Alt Empordà - Figueres",,,,"2"
"2","febrer","2012","RP Girona","ABP Selva Litoral",,,,"1"
"2","febrer","2012","RP Metropolitana Barcelona","ABP Sant Martí","1","23","2",
"2","febrer","2012","RP Metropolitana Barcelona","ABP Ciutat Vella","1","52","2","2"
"2","febrer","2012","RP Metropolitana Barcelona","ABP Eixample","29","120","2","8"
"2","febrer","2012","RP Metropolitana Barcelona","ABP Sants-Montjuïc","8","47",,"7"
"2","febrer","2012","RP Metropolitana Barcelona","ABP Les Corts","1","10",,
"2","febrer","2012","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","4","1",,"5"
"2","febrer","2012","RP Metropolitana Barcelona","ABP Gràcia","5","9",,
"2","febrer","2012","RP Metropolitana Barcelona","ABP Horta-Guinardó","1","5",,
"2","febrer","2012","RP Metropolitana Barcelona","ABP Nou Barris","2","7","2",
"2","febrer","2012","RP Metropolitana Barcelona","ABP Sant Andreu","1","12",,
"2","febrer","2012","RP Metropolitana Barcelona","ABP Barcelona","1","4",,"3"
"2","febrer","2012","RP Metropolitana Sud","ABP Alt Penedès","1",,,"1"
"2","febrer","2012","RP Metropolitana Sud","ABP Martorell",,,,"1"
"2","febrer","2012","RP Metropolitana Sud","ABP Gavà","1",,,"1"
"2","febrer","2012","RP Metropolitana Sud","ABP Garraf",,,,"3"
"2","febrer","2012","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","1","9",,"2"
"2","febrer","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","7",,"1","15"
"2","febrer","2012","RP Metropolitana Sud","ABP Cornellà de Llobregat",,"1",,"1"
"2","febrer","2012","RP Metropolitana Sud","ABP Esplugues de Llobregat",,"2",,
"2","febrer","2012","RP Metropolitana Nord","ABP Arenys de Mar",,,,"1"
"2","febrer","2012","RP Metropolitana Nord","ABP Premià de Mar",,,,"1"
"2","febrer","2012","RP Metropolitana Nord","ABP Granollers",,,,"3"
"2","febrer","2012","RP Metropolitana Nord","ABP Mollet del Vallès","1",,,
"2","febrer","2012","RP Metropolitana Nord","ABP Badalona","1","9",,"1"
"2","febrer","2012","RP Metropolitana Nord","ABP Cerdanyola",,,,"4"
"2","febrer","2012","RP Metropolitana Nord","ABP Rubí",,,,"1"
"2","febrer","2012","RP Metropolitana Nord","ABP Sabadell","1",,,
"2","febrer","2012","RP Metropolitana Nord","ABP Terrassa","1","1",,
"2","febrer","2012","RP Metropolitana Nord","ABP Santa Coloma de Gramenet",,"7",,
"2","febrer","2012","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","2",,,"2"
"2","febrer","2012","RP Ponent","ABP Segarra - Urgell",,,,"1"
"2","febrer","2012","RP Camp de Tarragona","ABP Baix Camp - Priorat","1",,,
"2","febrer","2012","RP Camp de Tarragona","ABP Baix Penedès",,,,"1"
"2","febrer","2012","RP Camp de Tarragona","ABP Tarragonès","3",,,"3"
"3","març","2012","RP Central","ABP Osona",,,,"2"
"3","març","2012","RP Central","ABP Bages","1",,,
"3","març","2012","RP Terres de l'Ebre","ABP Baix Ebre",,,,"1"
"3","març","2012","RP Girona","ABP Gironès - Pla de l'Estany","2",,,"2"
"3","març","2012","RP Girona","ABP Alt Empordà - Figueres",,,,"1"
"3","març","2012","RP Girona","ABP Alt Empordà - Roses",,,,"1"
"3","març","2012","RP Girona","ABP Baix Empordà - La Bisbal","1",,,
"3","març","2012","RP Girona","ABP Baix Empordà - Sant Feliu","1",,,
"3","març","2012","RP Girona","ABP Selva Litoral",,,,"2"
"3","març","2012","RP Girona","ABP Selva Interior",,,,"3"
"3","març","2012","RP Metropolitana Barcelona","ABP Sant Martí","1","31","1","3"
"3","març","2012","RP Metropolitana Barcelona","ABP Ciutat Vella","3","56","1","3"
"3","març","2012","RP Metropolitana Barcelona","ABP Eixample","30","166","1","17"
"3","març","2012","RP Metropolitana Barcelona","ABP Sants-Montjuïc","11","67","2","43"
"3","març","2012","RP Metropolitana Barcelona","ABP Les Corts","1","11",,
"3","març","2012","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","7",,,"3"
"3","març","2012","RP Metropolitana Barcelona","ABP Gràcia","5","15",,
"3","març","2012","RP Metropolitana Barcelona","ABP Horta-Guinardó","1","7",,
"3","març","2012","RP Metropolitana Barcelona","ABP Nou Barris","2","4",,"3"
"3","març","2012","RP Metropolitana Barcelona","ABP Sant Andreu",,"14",,"6"
"3","març","2012","RP Metropolitana Barcelona","ABP Barcelona","3","7",,"8"
"3","març","2012","RP Metropolitana Sud","ABP Alt Penedès","1",,,"4"
"3","març","2012","RP Metropolitana Sud","ABP Martorell",,,,"2"
"3","març","2012","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"3"
"3","març","2012","RP Metropolitana Sud","ABP Garraf",,,,"1"
"3","març","2012","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","1","18",,"5"
"3","març","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","17",,"2","11"
"3","març","2012","RP Metropolitana Sud","ABP Sant Boi de Llobregat",,,,"4"
"3","març","2012","RP Metropolitana Sud","ABP Cornellà de Llobregat",,"2",,"4"
"3","març","2012","RP Metropolitana Nord","ABP Arenys de Mar",,,,"3"
"3","març","2012","RP Metropolitana Nord","ABP Mataró",,,,"4"
"3","març","2012","RP Metropolitana Nord","ABP Premià de Mar",,,,"6"
"3","març","2012","RP Metropolitana Nord","ABP Granollers",,,,"5"
"3","març","2012","RP Metropolitana Nord","ABP Mollet del Vallès","1",,,"5"
"3","març","2012","RP Metropolitana Nord","ABP Badalona",,"2",,"2"
"3","març","2012","RP Metropolitana Nord","ABP Cerdanyola","1",,,"6"
"3","març","2012","RP Metropolitana Nord","ABP Rubí","1",,,"7"
"3","març","2012","RP Metropolitana Nord","ABP Sabadell",,,,"4"
"3","març","2012","RP Pirineu Occidental","ABP Cerdanya",,,,"4"
"3","març","2012","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","1",,"1","2"
"3","març","2012","RP Ponent","ABP Segarra - Urgell",,,,"1"
"3","març","2012","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"1"
"3","març","2012","RP Camp de Tarragona","ABP Baix Camp - Priorat",,,,"2"
"3","març","2012","RP Camp de Tarragona","ABP Baix Penedès",,,,"5"
"3","març","2012","RP Camp de Tarragona","ABP Tarragonès","2",,,"5"
"4","abril","2012","RP Central","ABP Osona",,,,"1"
"4","abril","2012","RP Central","ABP Anoia",,,,"1"
"4","abril","2012","RP Central","ABP Bages","1",,,"5"
"4","abril","2012","RP Terres de l'Ebre","ABP Baix Ebre","1",,,"1"
"4","abril","2012","RP Girona","ABP Gironès - Pla de l'Estany","3",,,"3"
"4","abril","2012","RP Girona","ABP Alt Empordà - Figueres",,,,"3"
"4","abril","2012","RP Girona","ABP Alt Empordà - Roses","1",,,
"4","abril","2012","RP Girona","ABP Baix Empordà - La Bisbal","1",,,
"4","abril","2012","RP Girona","ABP Baix Empordà - Sant Feliu","1",,,
"4","abril","2012","RP Girona","ABP Selva Litoral","1",,,"1"
"4","abril","2012","RP Girona","ABP Selva Interior",,,,"1"
"4","abril","2012","RP Metropolitana Barcelona","ABP Sant Martí",,"30","1","1"
"4","abril","2012","RP Metropolitana Barcelona","ABP Ciutat Vella","3","74","1","1"
"4","abril","2012","RP Metropolitana Barcelona","ABP Eixample","29","163","2","29"
"4","abril","2012","RP Metropolitana Barcelona","ABP Sants-Montjuïc","10","57","1","58"
"4","abril","2012","RP Metropolitana Barcelona","ABP Les Corts","2","10","1",
"4","abril","2012","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","5",,,"4"
"4","abril","2012","RP Metropolitana Barcelona","ABP Gràcia","2","10",,
"4","abril","2012","RP Metropolitana Barcelona","ABP Horta-Guinardó","2","7",,
"4","abril","2012","RP Metropolitana Barcelona","ABP Nou Barris",,"3",,"3"
"4","abril","2012","RP Metropolitana Barcelona","ABP Sant Andreu",,"11",,
"4","abril","2012","RP Metropolitana Barcelona","ABP Barcelona","2","9",,"4"
"4","abril","2012","RP Metropolitana Sud","ABP Alt Penedès",,,,"3"
"4","abril","2012","RP Metropolitana Sud","ABP Gavà",,,,"2"
"4","abril","2012","RP Metropolitana Sud","ABP Sant Feliu de Llobregat",,,,"1"
"4","abril","2012","RP Metropolitana Sud","ABP Garraf",,,,"6"
"4","abril","2012","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat",,"22",,"4"
"4","abril","2012","RP Metropolitana Sud","ABP el Prat de Llobregat","4",,"2","24"
